property_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,parking,recorded_area_m2,recorded_area_source,advertised_area_m2,land_size_m2,land_size_context,floor_area_m2,year_built,zoning,strata_indicator,strata_lot_number,latitude,longitude,distance_to_cbd_km,nearest_station_name,distance_to_nearest_station_km,nearest_school_name,distance_to_school_km,major_shopping_name,distance_to_shopping_km,balcony,pool,study,renovated,air_conditioning,agent_description_title,agent_description_excerpt,agent_description_text,property_profile_source_url,web_enrichment_source_url,original_listing_url,original_base_source_url,original_source_primary,nsw_property_id,nsw_match_type,description_verified,area_notes,data_notes,enrichment_notes,location_coordinate_source,location_coordinate_method,location_coordinate_source_url,geo_verified,cbd_reference_name,cbd_reference_latitude,cbd_reference_longitude,cbd_reference_source_url,cbd_distance_method,nearest_station_coordinate_source_url,station_distance_method,geospatial_quality_note
PENR018,Penrith,2750,G05/10B Premiership Close,680000,2026-07-10,Private Treaty,Apartment,1,1,1,84,domain_sold_listing,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR019,Penrith,2750,C716/1-39 Lord Sheffield Circuit,647500,2026-07-06,Private Treaty,Apartment,2,2,1,87,domain_sold_listing,87,,,,,,,,-33.74761205,150.69505031,49.248,Penrith Station,0.287,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR020,Penrith,2750,9/144-148 High Street,610000,2026-07-03,Private Treaty,Apartment,2,2,1,,,,,,,,,Yes,9,-33.75659068,150.70972764,47.665,Kingswood Station,0.969,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data + NSW Valuer General exact-address reference,4178304,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR021,Penrith,2750,13/1-2 The Crescent,420000,2026-07-03,Auction,Apartment,2,1,1,2016,domain_sold_listing,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,Domain sold-card area is implausible as apartment floor area; retained only as listed_area_m2.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR022,Penrith,2750,108/29-31 Lethbridge Street,775000,2026-06-19,Private Treaty,Apartment,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR023,Penrith,2750,14/18-24 Higgins Street,825000,2026-06-17,Private Treaty,Apartment,3,2,2,,,162,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR024,Penrith,2750,215/25-31 Hope Street,602500,2026-06-15,Private Treaty,Apartment,2,2,1,113,nsw_exact_address,,,,,,,Yes,40,-33.75903197,150.70896089,47.660,Kingswood Station,1.025,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,4204993,address_history,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR025,Penrith,2750,214/26A Lord Sheffield Circuit,560000,2026-06-11,Private Treaty,Apartment,1,1,1,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR026,Penrith,2750,29/37 Mulgoa Road,435000,2026-06-09,Private Treaty,House,2,1,0,,,,,,,,,Yes,29,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,2567045,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR027,Penrith,2750,42 Gascoigne Street,910000,2026-06-02,Private Treaty,House,3,1,1,,,,395,property/lot area,,,,,,-33.75263218,150.71168938,47.614,Kingswood Station,0.994,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/gascoigne-st/42-pid-662875/,https://www.property.com.au/nsw/penrith-2750/gascoigne-st/42-pid-662875/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/free-standing/,Domain public sold-listing data,,unmatched,False,,,Exact property profile reports 395 m² land.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/gascoigne-st/42-pid-662875/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR028,Penrith,2750,117 Kareela Avenue,870000,2026-06-01,Private Treaty,House,3,1,0,657,domain_sold_listing,657,658,property/lot area,,,,,,-33.73884319,150.71211334,48.035,Penrith Station,1.900,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/kareela-ave/117-pid-2352888/,https://www.property.com.au/nsw/penrith-2750/kareela-ave/117-pid-2352888/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/free-standing/,Domain public sold-listing data,,unmatched,False,,,Exact property profile reports 658 m² land.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/kareela-ave/117-pid-2352888/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR029,Penrith,2750,21 Brown Street,903000,2026-05-30,Auction,House,3,1,2,588,domain_sold_listing,588,588,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/house/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/free-standing/,Domain public sold-listing data,,unmatched,False,,,Sold-property/street result reports 588 m² land.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR030,Penrith,2750,3 Vista Street,1000000,2026-05-30,Private Treaty,House,4,1,4,569,domain_sold_listing,569,569,property/lot area,,,,,,-33.75369375,150.68966608,49.538,Penrith Station,0.755,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/vista-st/3-pid-1719111/,https://www.property.com.au/nsw/penrith-2750/vista-st/3-pid-1719111/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/free-standing/,Domain public sold-listing data,,unmatched,False,,,Exact property profile reports 569 m² land.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/vista-st/3-pid-1719111/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR031,Penrith,2750,3/32 Robert Street,910000,2026-05-28,Private Treaty,Townhouse,3,2,2,297,domain_sold_listing,297,297,reported individual townhouse lot/land area,,2013,,Yes,3,-33.74901021,150.70549397,48.278,Penrith Station,0.841,,,,,,,,,Yes,,,,https://www.property.com.au/nsw/penrith-2750/robert-st/3-32-pid-11144297/,https://www.property.com.au/nsw/penrith-2750/robert-st/3-32-pid-11144297/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,3719993,address_history,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.","Exact townhouse profile reports Built: 2013, air conditioning and a 297 m² lot.",Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/robert-st/3-32-pid-11144297/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR032,Penrith,2750,2/9 Blaxland Avenue,700000,2026-05-16,Private Treaty,Townhouse,2,1,1,,,152,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/townhouse/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Sold-property result reports 152 m²; retained as advertised area because the public card does not unambiguously label it as internal floor area.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR033,Penrith,2750,209/1 Markham Avenue,490000,2026-05-15,Private Treaty,Apartment,1,1,,80,nsw_exact_address,,,,,,,Yes,30,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,4383201,address_history,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"Parking was not consistently exposed in the public result snapshot; left missing rather than guessed. NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR034,Penrith,2750,29 & 29A Bel-Air Road,1270000,2026-05-05,Private Treaty,House,4,2,1,556,domain_sold_listing,556,556,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/house/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Sold-property result reports 556 m² land for the Bel-Air Road property.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR035,Penrith,2750,4/57-59 King Street,680000,2026-05-04,Private Treaty,Townhouse,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR036,Penrith,2750,3/147 Stafford Street,831000,2026-04-28,Private Treaty,Townhouse,3,2,2,,,,1491,reported strata/townhouse parcel area; may represent common site,,,,Yes,3,-33.76069909,150.70474147,47.987,Penrith Station,1.423,,,,,,,,,Yes,,,,https://www.property.com.au/nsw/penrith-2750/stafford-st/3-147-pid-2479550/,https://www.property.com.au/nsw/penrith-2750/stafford-st/3-147-pid-2479550/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,2579772,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.","Exact townhouse profile reports air conditioning and 1,491 m² land/parcel. Because this is strata/townhouse property, the area is flagged as potentially common-site land.",Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/stafford-st/3-147-pid-2479550/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR037,Penrith,2750,6/92 Copeland Street,725000,2026-04-13,Private Treaty,Townhouse,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR038,Penrith,2750,206/115 Derby Street,715000,2026-03-10,Private Treaty,Apartment,2,2,1,84,domain_sold_listing,84,,,,,,,,-33.75923746,150.70614481,47.904,Kingswood Station,1.286,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR039,Penrith,2750,2/7-9 Lemongrove Road,665000,2026-03-10,Private Treaty,Apartment,2,2,1,136,domain_sold_listing,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR040,Penrith,2750,410/60 Lord Sheffield Circuit,570000,2026-02-25,Private Treaty,Apartment,1,1,1,61,domain_sold_listing,61,,,,,,,,-33.74740522,150.69845855,48.952,Penrith Station,0.335,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR041,Penrith,2750,207/115 Derby Street,590000,2026-02-24,Private Treaty,Apartment,1,1,1,60,domain_sold_listing,60,,,,,,,,-33.75923746,150.70614481,47.904,Kingswood Station,1.286,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR042,Penrith,2750,28/144-148 High Street,660000,2026-02-21,Private Treaty,Apartment,2,2,1,,,,,,,,,Yes,28,-33.75659068,150.70972764,47.665,Kingswood Station,0.969,,,,,Yes,,,,Yes,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,4178304,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR043,Penrith,2750,203/81C Lord Sheffield Circuit,635000,2026-02-20,Private Treaty,Apartment,2,2,1,,,,,,,,,,,-33.74936382,150.69787410,48.942,Penrith Station,0.145,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR044,Penrith,2750,23/13-19 Robert Street,575000,2026-02-18,Private Treaty,Apartment,2,1,1,,,,,,,,,Yes,23,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,3353653,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR045,Penrith,2750,56 & 56A Illawong Avenue,1350000,2026-03-25,Private Treaty,House,5,2,3,742,domain_sold_listing,742,742,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/house/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/free-standing/,Domain public sold-listing data,,unmatched,False,,,Sold-property result reports 742 m² land.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR046,Penrith,2750,23 Doonmore Street,960000,2026-03-20,Private Treaty,House,6,2,3,600,domain_sold_listing,600,600,property/lot area,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/house/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/free-standing/,Domain public sold-listing data,,unmatched,False,,,Sold listing reports approximately 600 m² land.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR047,Penrith,2750,207/81A Lord Sheffield Circuit,490000,2026-01-13,Private Treaty,Apartment,1,1,1,68,domain_sold_listing,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR048,Penrith,2750,107/115 Derby Street,579000,2026-01-12,Private Treaty,Apartment,1,1,1,60,domain_sold_listing,60,,,,,,Yes,17,-33.75923746,150.70614481,47.904,Kingswood Station,1.286,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,6040288,same_sale,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR049,Penrith,2750,97 Copeland Street,1150000,2026-01-12,Private Treaty,House,3,1,3,560,domain_sold_listing,560,560,property/lot area,,,,,,-33.75318625,150.70942576,47.797,Kingswood Station,1.131,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/copeland-st/97-pid-413919/,https://www.property.com.au/nsw/penrith-2750/copeland-st/97-pid-413919/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/free-standing/,Domain public sold-listing data,,unmatched,False,,,Exact property profile reports 560 m² land. Other current profile attributes were not used where they could differ from the historical sold listing.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/copeland-st/97-pid-413919/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://mapcarta.com/29999036,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR050,Penrith,2750,826/1-39 Lord Sheffield Circuit,680000,2026-01-09,Private Treaty,Apartment,2,2,1,,,,,,,,,Yes,95,-33.74761205,150.69505031,49.248,Penrith Station,0.287,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,4094460,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
